date,ticker,mode,value,invested
2016-07-22,UPRO,hybrid_exit,326.21,300.00
2016-07-25,UPRO,hybrid_exit,323.75,300.00
2016-07-26,UPRO,hybrid_exit,323.88,300.00
2016-07-27,UPRO,hybrid_exit,323.09,300.00
2016-07-28,UPRO,hybrid_exit,324.14,300.00
2016-07-29,UPRO,hybrid_exit,325.33,300.00
2016-08-01,UPRO,hybrid_exit,424.54,400.00
2016-08-02,UPRO,hybrid_exit,416.37,400.00
2016-08-03,UPRO,hybrid_exit,420.11,400.00
2016-08-04,UPRO,hybrid_exit,421.61,400.00
2016-08-05,UPRO,hybrid_exit,431.90,400.00
2016-08-08,UPRO,hybrid_exit,431.04,400.00
2016-08-09,UPRO,hybrid_exit,431.50,400.00
2016-08-10,UPRO,hybrid_exit,428.39,400.00
2016-08-11,UPRO,hybrid_exit,434.55,400.00
2016-08-12,UPRO,hybrid_exit,433.28,400.00
2016-08-15,UPRO,hybrid_exit,437.31,400.00
2016-08-16,UPRO,hybrid_exit,430.12,400.00
2016-08-17,UPRO,hybrid_exit,432.42,400.00
2016-08-18,UPRO,hybrid_exit,435.47,400.00
2016-08-19,UPRO,hybrid_exit,433.46,400.00
2016-08-22,UPRO,hybrid_exit,433.34,400.00
2016-08-23,UPRO,hybrid_exit,435.82,400.00
2016-08-24,UPRO,hybrid_exit,429.66,400.00
2016-08-25,UPRO,hybrid_exit,427.88,400.00
2016-08-26,UPRO,hybrid_exit,425.86,400.00
2016-08-29,UPRO,hybrid_exit,431.96,400.00
2016-08-30,UPRO,hybrid_exit,429.66,400.00
2016-08-31,UPRO,hybrid_exit,426.04,400.00
2016-09-01,UPRO,hybrid_exit,526.38,500.00
2016-09-02,UPRO,hybrid_exit,533.13,500.00
2016-09-06,UPRO,hybrid_exit,538.24,500.00
2016-09-07,UPRO,hybrid_exit,538.10,500.00
2016-09-08,UPRO,hybrid_exit,534.05,500.00
2016-09-09,UPRO,hybrid_exit,495.98,500.00
2016-09-12,UPRO,hybrid_exit,516.65,500.00
2016-09-13,UPRO,hybrid_exit,494.28,500.00
2016-09-14,UPRO,hybrid_exit,493.57,500.00
2016-09-15,UPRO,hybrid_exit,508.55,500.00
2016-09-16,UPRO,hybrid_exit,502.80,500.00
2016-09-19,UPRO,hybrid_exit,502.66,500.00
2016-09-20,UPRO,hybrid_exit,503.30,500.00
2016-09-21,UPRO,hybrid_exit,520.01,500.00
2016-09-22,UPRO,hybrid_exit,529.39,500.00
2016-09-23,UPRO,hybrid_exit,521.15,500.00
2016-09-26,UPRO,hybrid_exit,508.29,500.00
2016-09-27,UPRO,hybrid_exit,517.88,500.00
2016-09-28,UPRO,hybrid_exit,525.34,500.00
2016-09-29,UPRO,hybrid_exit,511.13,500.00
2016-09-30,UPRO,hybrid_exit,523.14,500.00
2016-10-03,UPRO,hybrid_exit,618.17,600.00
2016-10-04,UPRO,hybrid_exit,609.61,600.00
2016-10-05,UPRO,hybrid_exit,617.66,600.00
2016-10-06,UPRO,hybrid_exit,618.67,600.00
2016-10-07,UPRO,hybrid_exit,611.98,600.00
2016-10-10,UPRO,hybrid_exit,621.22,600.00
2016-10-11,UPRO,hybrid_exit,598.59,600.00
2016-10-12,UPRO,hybrid_exit,600.79,600.00
2016-10-13,UPRO,hybrid_exit,594.69,600.00
2016-10-14,UPRO,hybrid_exit,595.28,600.00
2016-10-17,UPRO,hybrid_exit,589.52,600.00
2016-10-18,UPRO,hybrid_exit,599.61,600.00
2016-10-19,UPRO,hybrid_exit,604.61,600.00
2016-10-20,UPRO,hybrid_exit,601.30,600.00
2016-10-21,UPRO,hybrid_exit,601.64,600.00
2016-10-24,UPRO,hybrid_exit,609.27,600.00
2016-10-25,UPRO,hybrid_exit,604.10,600.00
2016-10-26,UPRO,hybrid_exit,600.28,600.00
2016-10-27,UPRO,hybrid_exit,595.20,600.00
2016-10-28,UPRO,hybrid_exit,589.44,600.00
2016-10-31,UPRO,hybrid_exit,589.01,600.00
2016-11-01,UPRO,hybrid_exit,677.15,700.00
2016-11-02,UPRO,hybrid_exit,664.22,700.00
2016-11-03,UPRO,hybrid_exit,655.37,700.00
2016-11-04,UPRO,hybrid_exit,652.29,700.00
2016-11-07,UPRO,hybrid_exit,695.24,700.00
2016-11-08,UPRO,hybrid_exit,704.69,700.00
2016-11-09,UPRO,hybrid_exit,728.65,700.00
2016-11-10,UPRO,hybrid_exit,733.13,700.00
2016-11-11,UPRO,hybrid_exit,728.26,700.00
2016-11-14,UPRO,hybrid_exit,729.65,700.00
2016-11-15,UPRO,hybrid_exit,746.65,700.00
2016-11-16,UPRO,hybrid_exit,742.87,700.00
2016-11-17,UPRO,hybrid_exit,753.71,700.00
2016-11-18,UPRO,hybrid_exit,748.74,700.00
2016-11-21,UPRO,hybrid_exit,765.54,700.00
2016-11-22,UPRO,hybrid_exit,770.02,700.00
2016-11-23,UPRO,hybrid_exit,771.41,700.00
2016-11-25,UPRO,hybrid_exit,780.26,700.00
2016-11-28,UPRO,hybrid_exit,769.22,700.00
2016-11-29,UPRO,hybrid_exit,773.60,700.00
2016-11-30,UPRO,hybrid_exit,767.43,700.00
2016-12-01,UPRO,hybrid_exit,858.58,800.00
2016-12-02,UPRO,hybrid_exit,860.16,800.00
2016-12-05,UPRO,hybrid_exit,874.68,800.00
2016-12-06,UPRO,hybrid_exit,884.36,800.00
2016-12-07,UPRO,hybrid_exit,918.12,800.00
2016-12-08,UPRO,hybrid_exit,925.10,800.00
2016-12-09,UPRO,hybrid_exit,941.64,800.00
2016-12-12,UPRO,hybrid_exit,939.05,800.00
2016-12-13,UPRO,hybrid_exit,956.94,800.00
2016-12-14,UPRO,hybrid_exit,935.11,800.00
2016-12-15,UPRO,hybrid_exit,944.68,800.00
2016-12-16,UPRO,hybrid_exit,940.63,800.00
2016-12-19,UPRO,hybrid_exit,945.80,800.00
2016-12-20,UPRO,hybrid_exit,955.82,800.00
2016-12-21,UPRO,hybrid_exit,948.73,800.00
2016-12-22,UPRO,hybrid_exit,944.23,800.00
2016-12-23,UPRO,hybrid_exit,947.04,800.00
2016-12-27,UPRO,hybrid_exit,954.24,800.00
2016-12-28,UPRO,hybrid_exit,931.51,800.00
2016-12-29,UPRO,hybrid_exit,929.93,800.00
2016-12-30,UPRO,hybrid_exit,920.37,800.00
2017-01-03,UPRO,hybrid_exit,1040.29,900.00
2017-01-04,UPRO,hybrid_exit,1058.84,900.00
2017-01-05,UPRO,hybrid_exit,1055.60,900.00
2017-01-06,UPRO,hybrid_exit,1067.56,900.00
2017-01-09,UPRO,hybrid_exit,1057.47,900.00
2017-01-10,UPRO,hybrid_exit,1055.73,900.00
2017-01-11,UPRO,hybrid_exit,1064.32,900.00
2017-01-12,UPRO,hybrid_exit,1057.35,900.00
2017-01-13,UPRO,hybrid_exit,1063.95,900.00
2017-01-17,UPRO,hybrid_exit,1054.11,900.00
2017-01-18,UPRO,hybrid_exit,1059.59,900.00
2017-01-19,UPRO,hybrid_exit,1048.51,900.00
2017-01-20,UPRO,hybrid_exit,1059.34,900.00
2017-01-23,UPRO,hybrid_exit,1051.12,900.00
2017-01-24,UPRO,hybrid_exit,1071.17,900.00
2017-01-25,UPRO,hybrid_exit,1097.19,900.00
2017-01-26,UPRO,hybrid_exit,1094.70,900.00
2017-01-27,UPRO,hybrid_exit,1090.84,900.00
2017-01-30,UPRO,hybrid_exit,1071.17,900.00
2017-01-31,UPRO,hybrid_exit,1070.54,900.00
2017-02-01,UPRO,hybrid_exit,1171.17,1000.00
2017-02-02,UPRO,hybrid_exit,1172.80,1000.00
2017-02-03,UPRO,hybrid_exit,1196.35,1000.00
2017-02-06,UPRO,hybrid_exit,1191.31,1000.00
2017-02-07,UPRO,hybrid_exit,1190.50,1000.00
2017-02-08,UPRO,hybrid_exit,1195.26,1000.00
2017-02-09,UPRO,hybrid_exit,1215.68,1000.00
2017-02-10,UPRO,hybrid_exit,1229.98,1000.00
2017-02-13,UPRO,hybrid_exit,1248.76,1000.00
2017-02-14,UPRO,hybrid_exit,1264.83,1000.00
2017-02-15,UPRO,hybrid_exit,1283.75,1000.00
2017-02-16,UPRO,hybrid_exit,1281.30,1000.00
2017-02-17,UPRO,hybrid_exit,1286.34,1000.00
2017-02-21,UPRO,hybrid_exit,1308.53,1000.00
2017-02-22,UPRO,hybrid_exit,1306.21,1000.00
2017-02-23,UPRO,hybrid_exit,1309.48,1000.00
2017-02-24,UPRO,hybrid_exit,1313.84,1000.00
2017-02-27,UPRO,hybrid_exit,1319.69,1000.00
2017-02-28,UPRO,hybrid_exit,1309.89,1000.00
2017-03-01,UPRO,hybrid_exit,1462.71,1100.00
2017-03-02,UPRO,hybrid_exit,1437.87,1100.00
2017-03-03,UPRO,hybrid_exit,1439.18,1100.00
2017-03-06,UPRO,hybrid_exit,1426.62,1100.00
2017-03-07,UPRO,hybrid_exit,1413.90,1100.00
2017-03-08,UPRO,hybrid_exit,1404.70,1100.00
2017-03-09,UPRO,hybrid_exit,1409.67,1100.00
2017-03-10,UPRO,hybrid_exit,1423.55,1100.00
2017-03-13,UPRO,hybrid_exit,1425.74,1100.00
2017-03-14,UPRO,hybrid_exit,1411.13,1100.00
2017-03-15,UPRO,hybrid_exit,1444.59,1100.00
2017-03-16,UPRO,hybrid_exit,1438.89,1100.00
2017-03-17,UPRO,hybrid_exit,1429.39,1100.00
2017-03-20,UPRO,hybrid_exit,1425.30,1100.00
2017-03-21,UPRO,hybrid_exit,1371.09,1100.00
2017-03-22,UPRO,hybrid_exit,1379.42,1100.00
2017-03-23,UPRO,hybrid_exit,1374.74,1100.00
2017-03-24,UPRO,hybrid_exit,1371.97,1100.00
2017-03-27,UPRO,hybrid_exit,1367.00,1100.00
2017-03-28,UPRO,hybrid_exit,1395.49,1100.00
2017-03-29,UPRO,hybrid_exit,1401.92,1100.00
2017-03-30,UPRO,hybrid_exit,1412.88,1100.00
2017-03-31,UPRO,hybrid_exit,1402.94,1100.00
2017-04-03,UPRO,hybrid_exit,1497.54,1200.00
2017-04-04,UPRO,hybrid_exit,1500.04,1200.00
2017-04-05,UPRO,hybrid_exit,1484.85,1200.00
2017-04-06,UPRO,hybrid_exit,1497.07,1200.00
2017-04-07,UPRO,hybrid_exit,1492.68,1200.00
2017-04-10,UPRO,hybrid_exit,1495.03,1200.00
2017-04-11,UPRO,hybrid_exit,1489.71,1200.00
2017-04-12,UPRO,hybrid_exit,1470.92,1200.00
2017-04-13,UPRO,hybrid_exit,1442.89,1200.00
2017-04-17,UPRO,hybrid_exit,1479.37,1200.00
2017-04-18,UPRO,hybrid_exit,1465.28,1200.00
2017-04-19,UPRO,hybrid_exit,1457.77,1200.00
2017-04-20,UPRO,hybrid_exit,1491.74,1200.00
2017-04-21,UPRO,hybrid_exit,1479.22,1200.00
2017-04-24,UPRO,hybrid_exit,1526.19,1200.00
2017-04-25,UPRO,hybrid_exit,1552.97,1200.00
2017-04-26,UPRO,hybrid_exit,1550.77,1200.00
2017-04-27,UPRO,hybrid_exit,1554.53,1200.00
2017-04-28,UPRO,hybrid_exit,1544.98,1200.00
2017-05-01,UPRO,hybrid_exit,1654.69,1300.00
2017-05-02,UPRO,hybrid_exit,1657.52,1300.00
2017-05-03,UPRO,hybrid_exit,1652.19,1300.00
2017-05-04,UPRO,hybrid_exit,1655.36,1300.00
2017-05-05,UPRO,hybrid_exit,1676.19,1300.00
2017-05-08,UPRO,hybrid_exit,1675.19,1300.00
2017-05-09,UPRO,hybrid_exit,1670.69,1300.00
2017-05-10,UPRO,hybrid_exit,1678.35,1300.00
2017-05-11,UPRO,hybrid_exit,1669.19,1300.00
2017-05-12,UPRO,hybrid_exit,1660.86,1300.00
2017-05-15,UPRO,hybrid_exit,1685.52,1300.00
2017-05-16,UPRO,hybrid_exit,1681.85,1300.00
2017-05-17,UPRO,hybrid_exit,1593.36,1300.00
2017-05-18,UPRO,hybrid_exit,1609.86,1300.00
2017-05-19,UPRO,hybrid_exit,1641.19,1300.00
2017-05-22,UPRO,hybrid_exit,1667.52,1300.00
2017-05-23,UPRO,hybrid_exit,1678.02,1300.00
2017-05-24,UPRO,hybrid_exit,1687.52,1300.00
2017-05-25,UPRO,hybrid_exit,1711.35,1300.00
2017-05-26,UPRO,hybrid_exit,1712.18,1300.00
2017-05-30,UPRO,hybrid_exit,1708.02,1300.00
2017-05-31,UPRO,hybrid_exit,1705.18,1300.00
2017-06-01,UPRO,hybrid_exit,1845.01,1400.00
2017-06-02,UPRO,hybrid_exit,1862.81,1400.00
2017-06-05,UPRO,hybrid_exit,1860.34,1400.00
2017-06-06,UPRO,hybrid_exit,1843.61,1400.00
2017-06-07,UPRO,hybrid_exit,1851.89,1400.00
2017-06-08,UPRO,hybrid_exit,1854.18,1400.00
2017-06-09,UPRO,hybrid_exit,1846.42,1400.00
2017-06-12,UPRO,hybrid_exit,1843.96,1400.00
2017-06-13,UPRO,hybrid_exit,1870.56,1400.00
2017-06-14,UPRO,hybrid_exit,1864.04,1400.00
2017-06-15,UPRO,hybrid_exit,1852.24,1400.00
2017-06-16,UPRO,hybrid_exit,1852.24,1400.00
2017-06-19,UPRO,hybrid_exit,1899.11,1400.00
2017-06-20,UPRO,hybrid_exit,1862.81,1400.00
2017-06-21,UPRO,hybrid_exit,1858.93,1400.00
2017-06-22,UPRO,hybrid_exit,1856.82,1400.00
2017-06-23,UPRO,hybrid_exit,1864.75,1400.00
2017-06-26,UPRO,hybrid_exit,1866.34,1400.00
2017-06-27,UPRO,hybrid_exit,1822.99,1400.00
2017-06-28,UPRO,hybrid_exit,1868.80,1400.00
2017-06-29,UPRO,hybrid_exit,1821.58,1400.00
2017-06-30,UPRO,hybrid_exit,1830.21,1400.00
2017-07-03,UPRO,hybrid_exit,1939.20,1500.00
2017-07-05,UPRO,hybrid_exit,1951.83,1500.00
2017-07-06,UPRO,hybrid_exit,1899.81,1500.00
2017-07-07,UPRO,hybrid_exit,1934.74,1500.00
2017-07-10,UPRO,hybrid_exit,1940.13,1500.00
2017-07-11,UPRO,hybrid_exit,1935.67,1500.00
2017-07-12,UPRO,hybrid_exit,1979.33,1500.00
2017-07-13,UPRO,hybrid_exit,1988.62,1500.00
2017-07-14,UPRO,hybrid_exit,2015.00,1500.00
2017-07-17,UPRO,hybrid_exit,2015.18,1500.00
2017-07-18,UPRO,hybrid_exit,2018.34,1500.00
2017-07-19,UPRO,hybrid_exit,2051.04,1500.00
2017-07-20,UPRO,hybrid_exit,2052.53,1500.00
2017-07-21,UPRO,hybrid_exit,2048.44,1500.00
2017-07-24,UPRO,hybrid_exit,2046.40,1500.00
2017-07-25,UPRO,hybrid_exit,2058.66,1500.00
2017-07-26,UPRO,hybrid_exit,2060.33,1500.00
2017-07-27,UPRO,hybrid_exit,2055.50,1500.00
2017-07-28,UPRO,hybrid_exit,2045.84,1500.00
2017-07-31,UPRO,hybrid_exit,2043.05,1500.00
2017-08-01,UPRO,hybrid_exit,2155.13,1600.00
2017-08-02,UPRO,hybrid_exit,2157.66,1600.00
2017-08-03,UPRO,hybrid_exit,2147.53,1600.00
2017-08-04,UPRO,hybrid_exit,2156.69,1600.00
2017-08-07,UPRO,hybrid_exit,2168.18,1600.00
2017-08-08,UPRO,hybrid_exit,2154.74,1600.00
2017-08-09,UPRO,hybrid_exit,2151.43,1600.00
2017-08-10,UPRO,hybrid_exit,2062.00,1600.00
2017-08-11,UPRO,hybrid_exit,2069.80,1600.00
2017-08-14,UPRO,hybrid_exit,2130.58,1600.00
2017-08-15,UPRO,hybrid_exit,2130.19,1600.00
2017-08-16,UPRO,hybrid_exit,2139.74,1600.00
2017-08-17,UPRO,hybrid_exit,2040.77,1600.00
2017-08-18,UPRO,hybrid_exit,2029.27,1600.00
2017-08-21,UPRO,hybrid_exit,2035.51,1600.00
2017-08-22,UPRO,hybrid_exit,2095.51,1600.00
2017-08-23,UPRO,hybrid_exit,2074.67,1600.00
2017-08-24,UPRO,hybrid_exit,2060.44,1600.00
2017-08-25,UPRO,hybrid_exit,2074.08,1600.00
2017-08-28,UPRO,hybrid_exit,2074.47,1600.00
2017-08-29,UPRO,hybrid_exit,2080.32,1600.00
2017-08-30,UPRO,hybrid_exit,2111.29,1600.00
2017-08-31,UPRO,hybrid_exit,2146.95,1600.00
2017-09-01,UPRO,hybrid_exit,2258.64,1700.00
2017-09-05,UPRO,hybrid_exit,2207.47,1700.00
2017-09-06,UPRO,hybrid_exit,2229.89,1700.00
2017-09-07,UPRO,hybrid_exit,2228.26,1700.00
2017-09-08,UPRO,hybrid_exit,2218.88,1700.00
2017-09-11,UPRO,hybrid_exit,2288.80,1700.00
2017-09-12,UPRO,hybrid_exit,2313.88,1700.00
2017-09-13,UPRO,hybrid_exit,2318.16,1700.00
2017-09-14,UPRO,hybrid_exit,2314.90,1700.00
2017-09-15,UPRO,hybrid_exit,2325.09,1700.00
2017-09-18,UPRO,hybrid_exit,2337.52,1700.00
2017-09-19,UPRO,hybrid_exit,2343.03,1700.00
2017-09-20,UPRO,hybrid_exit,2346.70,1700.00
2017-09-21,UPRO,hybrid_exit,2326.72,1700.00
2017-09-22,UPRO,hybrid_exit,2327.94,1700.00
2017-09-25,UPRO,hybrid_exit,2313.47,1700.00
2017-09-26,UPRO,hybrid_exit,2317.55,1700.00
2017-09-27,UPRO,hybrid_exit,2342.62,1700.00
2017-09-28,UPRO,hybrid_exit,2351.59,1700.00
2017-09-29,UPRO,hybrid_exit,2374.22,1700.00
2017-10-02,UPRO,hybrid_exit,2504.39,1800.00
2017-10-03,UPRO,hybrid_exit,2522.43,1800.00
2017-10-04,UPRO,hybrid_exit,2530.50,1800.00
2017-10-05,UPRO,hybrid_exit,2574.03,1800.00
2017-10-06,UPRO,hybrid_exit,2567.45,1800.00
2017-10-09,UPRO,hybrid_exit,2554.71,1800.00
2017-10-10,UPRO,hybrid_exit,2571.91,1800.00
2017-10-11,UPRO,hybrid_exit,2584.01,1800.00
2017-10-12,UPRO,hybrid_exit,2572.97,1800.00
2017-10-13,UPRO,hybrid_exit,2579.76,1800.00
2017-10-16,UPRO,hybrid_exit,2591.02,1800.00
2017-10-17,UPRO,hybrid_exit,2596.54,1800.00
2017-10-18,UPRO,hybrid_exit,2603.97,1800.00
2017-10-19,UPRO,hybrid_exit,2606.30,1800.00
2017-10-20,UPRO,hybrid_exit,2643.67,1800.00
2017-10-23,UPRO,hybrid_exit,2614.80,1800.00
2017-10-24,UPRO,hybrid_exit,2627.11,1800.00
2017-10-25,UPRO,hybrid_exit,2590.59,1800.00
2017-10-26,UPRO,hybrid_exit,2595.90,1800.00
2017-10-27,UPRO,hybrid_exit,2661.93,1800.00
2017-10-30,UPRO,hybrid_exit,2632.42,1800.00
2017-10-31,UPRO,hybrid_exit,2641.97,1800.00
2017-11-01,UPRO,hybrid_exit,2755.56,1900.00
2017-11-02,UPRO,hybrid_exit,2757.32,1900.00
2017-11-03,UPRO,hybrid_exit,2782.22,1900.00
2017-11-06,UPRO,hybrid_exit,2793.46,1900.00
2017-11-07,UPRO,hybrid_exit,2791.03,1900.00
2017-11-08,UPRO,hybrid_exit,2804.69,1900.00
2017-11-09,UPRO,hybrid_exit,2772.53,1900.00
2017-11-10,UPRO,hybrid_exit,2768.78,1900.00
2017-11-13,UPRO,hybrid_exit,2776.05,1900.00
2017-11-14,UPRO,hybrid_exit,2758.65,1900.00
2017-11-15,UPRO,hybrid_exit,2715.90,1900.00
2017-11-16,UPRO,hybrid_exit,2780.90,1900.00
2017-11-17,UPRO,hybrid_exit,2760.19,1900.00
2017-11-20,UPRO,hybrid_exit,2771.87,1900.00
2017-11-21,UPRO,hybrid_exit,2825.63,1900.00
2017-11-22,UPRO,hybrid_exit,2817.25,1900.00
2017-11-24,UPRO,hybrid_exit,2835.32,1900.00
2017-11-27,UPRO,hybrid_exit,2833.56,1900.00
2017-11-28,UPRO,hybrid_exit,2917.50,1900.00
2017-11-29,UPRO,hybrid_exit,2912.21,1900.00
2017-11-30,UPRO,hybrid_exit,2984.70,1900.00
2017-12-01,UPRO,hybrid_exit,3068.39,2000.00
2017-12-04,UPRO,hybrid_exit,3056.55,2000.00
2017-12-05,UPRO,hybrid_exit,3024.44,2000.00
2017-12-06,UPRO,hybrid_exit,3024.44,2000.00
2017-12-07,UPRO,hybrid_exit,3052.91,2000.00
2017-12-08,UPRO,hybrid_exit,3101.87,2000.00
2017-12-11,UPRO,hybrid_exit,3131.71,2000.00
2017-12-12,UPRO,hybrid_exit,3146.97,2000.00
2017-12-13,UPRO,hybrid_exit,3145.14,2000.00
2017-12-14,UPRO,hybrid_exit,3106.65,2000.00
2017-12-15,UPRO,hybrid_exit,3182.27,2000.00
2017-12-18,UPRO,hybrid_exit,3243.07,2000.00
2017-12-19,UPRO,hybrid_exit,3205.95,2000.00
2017-12-20,UPRO,hybrid_exit,3200.26,2000.00
2017-12-21,UPRO,hybrid_exit,3216.88,2000.00
2017-12-22,UPRO,hybrid_exit,3213.92,2000.00
2017-12-26,UPRO,hybrid_exit,3201.40,2000.00
2017-12-27,UPRO,hybrid_exit,3208.23,2000.00
2017-12-28,UPRO,hybrid_exit,3223.03,2000.00
2017-12-29,UPRO,hybrid_exit,3191.83,2000.00
2018-01-02,UPRO,hybrid_exit,3357.19,2100.00
2018-01-03,UPRO,hybrid_exit,3418.46,2100.00
2018-01-04,UPRO,hybrid_exit,3461.65,2100.00
2018-01-05,UPRO,hybrid_exit,3529.25,2100.00
2018-01-08,UPRO,hybrid_exit,3546.86,2100.00
2018-01-09,UPRO,hybrid_exit,3571.98,2100.00
2018-01-10,UPRO,hybrid_exit,3555.31,2100.00
2018-01-11,UPRO,hybrid_exit,3628.78,2100.00
2018-01-12,UPRO,hybrid_exit,3700.38,2100.00
2018-01-16,UPRO,hybrid_exit,3661.88,2100.00
2018-01-17,UPRO,hybrid_exit,3767.04,2100.00
2018-01-18,UPRO,hybrid_exit,3749.91,2100.00
2018-01-19,UPRO,hybrid_exit,3795.91,2100.00
2018-01-22,UPRO,hybrid_exit,3889.10,2100.00
2018-01-23,UPRO,hybrid_exit,3916.33,2100.00
2018-01-24,UPRO,hybrid_exit,3909.06,2100.00
2018-01-25,UPRO,hybrid_exit,3914.22,2100.00
2018-01-26,UPRO,hybrid_exit,4047.79,2100.00
2018-01-29,UPRO,hybrid_exit,3964.92,2100.00
2018-01-30,UPRO,hybrid_exit,3841.69,2100.00
2018-01-31,UPRO,hybrid_exit,3889.10,2100.00
2018-02-01,UPRO,hybrid_exit,3934.65,2200.00
2018-02-02,UPRO,hybrid_exit,3680.30,2200.00
2018-02-05,UPRO,hybrid_exit,3227.73,2200.00
2018-02-06,UPRO,hybrid_exit,3414.15,2200.00
2018-02-07,UPRO,hybrid_exit,3349.60,2200.00
2018-02-08,UPRO,hybrid_exit,2976.51,2200.00
2018-02-09,UPRO,hybrid_exit,3114.53,2200.00
2018-02-12,UPRO,hybrid_exit,3236.64,2200.00
2018-02-13,UPRO,hybrid_exit,3265.06,2200.00
2018-02-14,UPRO,hybrid_exit,3399.22,2200.00
2018-02-15,UPRO,hybrid_exit,3523.50,2200.00
2018-02-16,UPRO,hybrid_exit,3526.15,2200.00
2018-02-20,UPRO,hybrid_exit,3464.01,2200.00
2018-02-21,UPRO,hybrid_exit,3408.61,2200.00
2018-02-22,UPRO,hybrid_exit,3422.58,2200.00
2018-02-23,UPRO,hybrid_exit,3585.64,2200.00
2018-02-26,UPRO,hybrid_exit,3710.17,2200.00
2018-02-27,UPRO,hybrid_exit,3566.86,2200.00
2018-02-28,UPRO,hybrid_exit,3450.52,2200.00
2018-03-01,UPRO,hybrid_exit,3510.10,2400.00
2018-03-02,UPRO,hybrid_exit,3564.25,2400.00
2018-03-05,UPRO,hybrid_exit,3684.55,2400.00
2018-03-06,UPRO,hybrid_exit,3713.67,2400.00
2018-03-07,UPRO,hybrid_exit,3709.58,2400.00
2018-03-08,UPRO,hybrid_exit,3759.13,2400.00
2018-03-09,UPRO,hybrid_exit,3954.77,2400.00
2018-03-12,UPRO,hybrid_exit,3940.72,2400.00
2018-03-13,UPRO,hybrid_exit,3864.87,2400.00
2018-03-14,UPRO,hybrid_exit,3803.06,2400.00
2018-03-15,UPRO,hybrid_exit,3789.52,2400.00
2018-03-16,UPRO,hybrid_exit,3802.55,2400.00
2018-03-19,UPRO,hybrid_exit,3647.51,2400.00
2018-03-20,UPRO,hybrid_exit,3663.86,2400.00
2018-03-21,UPRO,hybrid_exit,3645.00,2400.00
2018-03-22,UPRO,hybrid_exit,3402.97,2400.00
2018-03-23,UPRO,hybrid_exit,3150.97,2400.00
2018-03-26,UPRO,hybrid_exit,3411.91,2400.00
2018-03-27,UPRO,hybrid_exit,3232.76,2400.00
2018-03-28,UPRO,hybrid_exit,3205.67,2400.00
2018-03-29,UPRO,hybrid_exit,3341.12,2400.00
2018-04-02,UPRO,hybrid_exit,3211.87,2500.00
2018-04-03,UPRO,hybrid_exit,3333.48,2500.00
2018-04-04,UPRO,hybrid_exit,3449.28,2500.00
2018-04-05,UPRO,hybrid_exit,3519.45,2500.00
2018-04-06,UPRO,hybrid_exit,3287.84,2500.00
2018-04-09,UPRO,hybrid_exit,3327.15,2500.00
2018-04-10,UPRO,hybrid_exit,3485.94,2500.00
2018-04-11,UPRO,hybrid_exit,3434.24,2500.00
2018-04-12,UPRO,hybrid_exit,3515.75,2500.00
2018-04-13,UPRO,hybrid_exit,3485.15,2500.00
2018-04-16,UPRO,hybrid_exit,3569.04,2500.00
2018-04-17,UPRO,hybrid_exit,3684.84,2500.00
2018-04-18,UPRO,hybrid_exit,3692.49,2500.00
2018-04-19,UPRO,hybrid_exit,3627.86,2500.00
2018-04-20,UPRO,hybrid_exit,3536.59,2500.00
2018-04-23,UPRO,hybrid_exit,3535.01,2500.00
2018-04-24,UPRO,hybrid_exit,3393.36,2500.00
2018-04-25,UPRO,hybrid_exit,3416.30,2500.00
2018-04-26,UPRO,hybrid_exit,3520.50,2500.00
2018-04-27,UPRO,hybrid_exit,3526.30,2500.00
2018-04-30,UPRO,hybrid_exit,3443.74,2500.00
2018-05-01,UPRO,hybrid_exit,3662.73,2700.00
2018-05-02,UPRO,hybrid_exit,3585.44,2700.00
2018-05-03,UPRO,hybrid_exit,3561.17,2700.00
2018-05-04,UPRO,hybrid_exit,3700.12,2700.00
2018-05-07,UPRO,hybrid_exit,3736.39,2700.00
2018-05-08,UPRO,hybrid_exit,3737.51,2700.00
2018-05-09,UPRO,hybrid_exit,3846.89,2700.00
2018-05-10,UPRO,hybrid_exit,3952.36,2700.00
2018-05-11,UPRO,hybrid_exit,3974.68,2700.00
2018-05-14,UPRO,hybrid_exit,3991.70,2700.00
2018-05-15,UPRO,hybrid_exit,3906.32,2700.00
2018-05-16,UPRO,hybrid_exit,3955.99,2700.00
2018-05-17,UPRO,hybrid_exit,3946.50,2700.00
2018-05-18,UPRO,hybrid_exit,3915.81,2700.00
2018-05-21,UPRO,hybrid_exit,4003.42,2700.00
2018-05-22,UPRO,hybrid_exit,3969.38,2700.00
2018-05-23,UPRO,hybrid_exit,4000.07,2700.00
2018-05-24,UPRO,hybrid_exit,3977.75,2700.00
2018-05-25,UPRO,hybrid_exit,3944.27,2700.00
2018-05-29,UPRO,hybrid_exit,3814.52,2700.00
2018-05-30,UPRO,hybrid_exit,3960.17,2700.00
2018-05-31,UPRO,hybrid_exit,3878.14,2700.00
2018-06-01,UPRO,hybrid_exit,4200.35,2900.00
2018-06-04,UPRO,hybrid_exit,4260.12,2900.00
2018-06-05,UPRO,hybrid_exit,4272.42,2900.00
2018-06-06,UPRO,hybrid_exit,4379.65,2900.00
2018-06-07,UPRO,hybrid_exit,4373.50,2900.00
2018-06-08,UPRO,hybrid_exit,4407.77,2900.00
