rank,strategy,symbol,timeframe,sharpe,sortino,cagr,max_drawdown,win_rate,profit_factor,total_return,trade_count,exposure,avg_trade,best_trade,worst_trade,n_bars,gate1_pass,halted,is_optimized,score
11,atr_breakout,TSLA,1d,0.6404,0.5157,0.1059,0.2019,0.3065,1.6168,0.4913,62,0.5514,0.0169,0.5337,-0.1056,1001,False,True,False,0.7641
12,macd_momentum,TSLA,1d,0.8328,0.6693,0.0676,0.1184,0.3265,2.1795,0.3854,49,0.5422,0.0392,0.6792,-0.1331,1256,False,False,False,0.7449
13,macd_momentum,PLTR,1d,0.7536,0.6534,0.0712,0.1776,0.4681,1.8719,0.4088,47,0.5613,0.0317,0.6046,-0.2337,1256,False,False,False,0.7263
14,bb_reversion,PLTR,1d,0.6019,0.2244,0.087,0.1662,0.5172,3.3424,0.5153,29,0.0653,0.0184,0.2459,-0.0465,1256,False,False,False,0.7202
15,rsi_reversion,GOOG,1d,1.0022,0.2696,0.0064,0.0041,1.0,999.9,0.0325,13,0.0287,0.0261,0.0817,0.0009,1256,False,False,False,0.7193
16,vwap_reversion,NVDA,1d,0.6367,0.4241,0.0619,0.178,0.8,1.9782,0.3492,65,0.4216,0.0136,0.1264,-0.2638,1257,False,False,False,0.6848
17,ema_crossover,META,1d,0.9216,0.9357,0.0327,0.0442,0.24,3.2157,0.1738,25,0.6242,0.0706,1.4796,-0.109,1256,False,False,False,0.6819
18,atr_breakout,AVGO,1d,0.5977,0.5496,0.0752,0.1463,0.2727,1.6914,0.4348,77,0.7014,0.014,0.6432,-0.1016,1256,False,False,False,0.6627
19,triple_screen,NVDA,1d,0.5262,0.3617,0.0687,0.1996,0.6577,1.41,0.3922,111,0.4204,0.0077,0.2505,-0.228,1256,False,False,False,0.6424
20,macd_momentum,ETH/USDT,4h,0.6529,0.8694,0.0486,0.027,0.4,0.9088,0.0529,10,0.5455,-0.0016,0.07,-0.054,275,False,True,False,0.6416
21,zscore_reversion,AVGO,1d,0.6283,0.4062,0.0442,0.1029,0.7667,2.1939,0.2404,60,0.3835,0.0126,0.124,-0.2231,1257,False,False,False,0.64
22,rsi_reversion,AVGO,1d,0.7801,0.1501,0.0045,0.0038,1.0,999.9,0.0226,6,0.0143,0.0388,0.1279,0.0063,1256,False,False,False,0.6248
23,ema_crossover,AVGO,1d,0.707,0.6304,0.0271,0.0497,0.4286,2.4899,0.1425,28,0.672,0.0504,0.7854,-0.1337,1256,False,False,False,0.597
24,atr_breakout,GOOG,1d,0.5978,0.497,0.0517,0.1596,0.3077,1.6735,0.2854,65,0.6656,0.0115,0.3838,-0.1082,1256,False,False,False,0.5931
25,zscore_reversion,NVDA,1d,0.4996,0.3271,0.0474,0.1676,0.7167,1.5825,0.2599,60,0.4121,0.0098,0.1383,-0.2258,1257,False,False,False,0.5802
26,ema_crossover,QQQ,1d,0.7151,0.5653,0.01,0.0221,0.4545,2.2073,0.0508,22,0.6584,0.0242,0.2827,-0.0532,1256,False,False,False,0.5571
27,ema_crossover,SPY,1d,0.6734,0.5423,0.0071,0.013,0.5,2.5946,0.0356,22,0.6823,0.0168,0.1824,-0.038,1256,False,False,False,0.5381
28,momentum_long,SPY,1d,0.5818,0.4599,0.0238,0.0733,0.4286,5.2632,0.1244,7,0.7436,0.0628,0.3641,-0.0478,1256,False,False,False,0.5323
29,zscore_reversion,GOOG,1d,0.4709,0.3269,0.0304,0.1098,0.7447,1.7087,0.1608,47,0.4018,0.0078,0.0945,-0.1298,1257,False,False,False,0.5321
30,vwap_reversion,V,1d,0.4652,0.3661,0.0311,0.0553,0.5769,1.4783,0.1649,78,0.4805,0.0033,0.1103,-0.0695,1257,False,False,False,0.526
31,momentum_long,NVO,1d,0.434,0.3203,0.0472,0.1963,0.5,3.662,0.2585,6,0.5597,0.1489,1.17,-0.1784,1256,False,False,False,0.5259
32,donchian_bo,NVDA,1d,0.5528,0.3694,0.0234,0.0474,0.4023,0.7753,0.122,87,0.1752,-0.0031,0.0944,-0.0934,1256,False,False,False,0.5221
33,atr_breakout,ETH/USDT,1d,0.4111,0.3454,0.0524,0.1717,0.3243,1.4908,0.1594,37,0.4432,0.0127,0.3704,-0.1113,731,False,False,False,0.5197
34,ema_crossover,TSLA,1d,0.5311,0.3916,0.0271,0.0707,0.3913,2.1659,0.1424,23,0.5342,0.0461,0.5624,-0.1176,1256,False,False,False,0.5187
35,ema_crossover,PLTR,1d,0.4625,0.3858,0.0455,0.1566,0.25,2.2695,0.2483,24,0.5677,0.0564,1.1891,-0.1495,1256,False,False,False,0.5152
36,donchian_bo,PLTR,1d,0.4981,0.3035,0.0312,0.063,0.3472,0.9146,0.1653,72,0.1465,-0.0016,0.2792,-0.1516,1256,False,False,False,0.515
37,alpha_composite,META,1d,0.4084,0.3708,0.0457,0.1951,0.5047,1.5902,0.2491,107,0.7054,0.0103,1.2937,-0.2921,1256,False,False,False,0.5119
38,bb_reversion,NOW,1d,0.3969,0.1333,0.0358,0.1331,0.6667,1.6221,0.1914,42,0.0884,0.0048,0.0639,-0.0856,1256,False,False,False,0.5062
39,ema_crossover,MSFT,1d,0.6168,0.4819,0.0105,0.0362,0.3478,2.0434,0.0536,23,0.5589,0.0245,0.2893,-0.0902,1256,False,False,False,0.5058
40,rsi_reversion,QQQ,1d,0.5102,0.1569,0.0054,0.0054,0.7778,17.2094,0.0272,9,0.0207,0.0215,0.1065,-0.01,1256,False,False,False,0.497
41,ema_crossover,CRWD,1d,0.5063,0.3873,0.0184,0.0631,0.5,2.1985,0.0951,22,0.5868,0.046,0.893,-0.2012,1256,False,False,False,0.4951
42,ema_crossover,GOOG,1d,0.5543,0.4427,0.0138,0.0491,0.3846,2.1584,0.0707,26,0.6441,0.0317,0.8683,-0.0804,1256,False,False,False,0.4918
43,macd_momentum,AAPL,1d,0.5121,0.3765,0.0164,0.0518,0.42,1.3708,0.0844,50,0.5139,0.0066,0.1924,-0.1351,1257,False,False,False,0.4857
44,macd_momentum,AMZN,1d,0.4328,0.3433,0.0285,0.0923,0.3559,0.9748,0.1506,59,0.5386,-0.0006,0.2462,-0.1675,1257,False,False,False,0.4758
45,vwap_reversion,NOW,1d,0.3687,0.2645,0.0301,0.1608,0.6543,1.2665,0.1593,81,0.5091,0.0048,0.1821,-0.3241,1257,False,False,False,0.471
46,rsi_reversion,SPY,1d,0.4442,0.1457,0.0048,0.0083,0.7778,14.3769,0.024,9,0.0215,0.017,0.0846,-0.0095,1256,False,False,False,0.4682
47,momentum_long,QQQ,1d,0.4466,0.333,0.0232,0.1209,0.3333,2.8985,0.1208,9,0.6744,0.05,0.505,-0.079,1256,False,False,False,0.4574
48,momentum_long,BTC/USDT,1d,0.3271,0.2331,0.0238,0.0992,0.6667,11.016,0.0703,3,0.4726,0.0818,0.2271,-0.0245,730,False,False,False,0.4491
49,rsi_reversion,NVDA,1d,0.4491,0.079,0.0031,0.0078,0.6,4.0552,0.0156,5,0.0127,0.0359,0.1834,-0.048,1256,False,False,False,0.4474
50,rsi_reversion,MSFT,1d,0.4279,0.0818,0.0027,0.0061,0.6667,3.5153,0.0136,12,0.0311,0.0125,0.0856,-0.0223,1256,False,False,False,0.4447
51,rsi_reversion,MA,1d,0.4325,0.1048,0.0025,0.0094,0.625,4.3144,0.0126,8,0.0223,0.0113,0.0577,-0.0252,1256,False,False,False,0.4411
52,rsi_reversion,AAPL,1d,0.3468,0.0882,0.0039,0.0138,0.9167,10.89,0.0194,12,0.0326,0.0141,0.0638,-0.017,1256,False,False,False,0.4393
53,rsi_reversion,AMZN,1d,0.4158,0.1119,0.0042,0.0167,0.6154,3.5132,0.0211,13,0.0438,0.0171,0.14,-0.0376,1256,False,False,False,0.4371
54,macd_momentum,BTC/USDT,1d,0.3865,0.3581,0.0222,0.0879,0.3214,1.1256,0.0657,28,0.5178,0.0032,0.2325,-0.0728,730,False,False,False,0.4358
55,alpha_composite,NVO,1d,0.3289,0.3042,0.0314,0.1832,0.4476,1.0642,0.1666,143,0.6982,0.0008,0.2764,-0.0988,1256,False,False,False,0.4339
56,donchian_bo,AVGO,1d,0.3708,0.2312,0.0168,0.0573,0.4306,1.3159,0.0865,72,0.1521,0.0036,0.1964,-0.0642,1256,False,False,False,0.4303
57,bb_reversion,GOOG,1d,0.3063,0.0942,0.0197,0.1238,0.7059,1.5673,0.1018,34,0.0788,0.0032,0.0411,-0.0544,1256,False,False,False,0.4274
58,momentum_long,GOOG,1d,0.3266,0.249,0.0266,0.1894,0.4444,2.7574,0.1396,9,0.6309,0.0772,0.5997,-0.1161,1257,False,False,False,0.417
59,donchian_bo,AAPL,1d,0.397,0.2349,0.0041,0.0149,0.4795,1.1479,0.0207,73,0.1553,0.0007,0.0427,-0.0353,1256,False,False,False,0.4161
60,ema_crossover,BTC/USDT,1d,0.3984,0.312,0.01,0.0269,0.2857,1.6408,0.0291,14,0.4918,0.0227,0.511,-0.0974,730,False,False,False,0.4126
61,atr_breakout,NVDA,1d,0.3007,0.2396,0.0338,0.2011,0.3,1.2479,0.0477,20,0.5508,0.0083,0.4153,-0.1056,354,False,True,False,0.4115
62,vwap_reversion,SPY,1d,0.2852,0.2143,0.0141,0.0637,0.6471,1.2529,0.0723,68,0.3667,0.0016,0.0408,-0.0821,1257,False,False,False,0.4084
63,vwap_reversion,QQQ,1d,0.2959,0.1868,0.013,0.0674,0.6308,1.2618,0.0665,65,0.389,0.0024,0.0711,-0.1063,1257,False,False,False,0.407
64,atr_breakout,AAPL,1d,0.3366,0.2605,0.0218,0.1471,0.3548,1.2768,0.1135,62,0.6158,0.0049,0.2244,-0.1266,1257,False,False,False,0.4061
65,zscore_reversion,MA,1d,0.2844,0.1949,0.0125,0.0501,0.6429,1.5107,0.0637,56,0.4829,0.0041,0.1021,-0.1126,1257,False,False,False,0.4055
66,donchian_bo,TSLA,1d,0.3217,0.129,0.0195,0.1329,0.4038,1.4649,0.1011,52,0.1186,0.0081,0.2027,-0.0913,1256,False,False,False,0.401
67,rsi_reversion,ASML,1d,0.3409,0.0784,0.0027,0.0077,0.5556,2.6151,0.0133,9,0.0263,0.0151,0.0855,-0.0319,1256,False,False,False,0.3985
68,vwap_reversion,GOOG,1d,0.2597,0.1748,0.0148,0.123,0.7302,1.1198,0.0756,63,0.422,0.0015,0.0602,-0.159,1256,False,False,False,0.3967
69,zscore_reversion,V,1d,0.2544,0.1782,0.0143,0.1074,0.6964,1.7146,0.0731,56,0.4869,0.006,0.0629,-0.1094,1257,False,False,False,0.3928
70,bb_reversion,MA,1d,0.2523,0.089,0.0154,0.0958,0.641,1.3215,0.0793,39,0.1011,0.0024,0.0577,-0.0641,1256,False,False,False,0.3921
71,rsi_reversion,PLTR,1d,0.2637,0.0678,0.0048,0.0234,0.75,2.0646,0.0241,12,0.0358,0.0147,0.0775,-0.11,1256,False,False,False,0.3902
72,macd_momentum,ETH/USDT,1d,0.2998,0.2796,0.0247,0.1621,0.2759,0.958,0.0732,29,0.5239,-0.0022,0.5513,-0.1818,731,False,False,False,0.3892
73,bb_reversion,NVO,1d,0.2665,0.0673,0.0181,0.1494,0.5714,1.4681,0.0936,28,0.0589,0.0036,0.0535,-0.0687,1256,False,False,False,0.3882
74,ema_crossover,AAPL,1d,0.3495,0.2688,0.0064,0.0393,0.36,1.4308,0.0322,25,0.5884,0.0126,0.3009,-0.0824,1256,False,False,False,0.3871
75,macd_momentum,CRWD,1d,0.284,0.2091,0.0202,0.1806,0.4375,1.0076,0.1047,48,0.5191,0.0003,0.3403,-0.1942,1256,False,False,False,0.3818
76,ema_crossover,NVO,1d,0.3349,0.263,0.0112,0.0793,0.2903,0.9668,0.057,31,0.5971,-0.0014,0.3489,-0.197,1256,False,False,False,0.3807
77,bb_reversion,QQQ,1d,0.2331,0.0902,0.0154,0.1306,0.5789,1.3814,0.0788,38,0.0844,0.0024,0.0673,-0.0653,1256,False,False,False,0.3712
78,atr_breakout,QQQ,1d,0.2953,0.2291,0.0147,0.1493,0.3662,1.2229,0.0756,71,0.6799,0.0031,0.1949,-0.0717,1256,False,False,False,0.369
79,rsi_reversion,ETH/USDT,1d,0.2326,0.0606,0.0048,0.0265,0.6667,1.9857,0.014,9,0.0466,0.0183,0.122,-0.161,730,False,False,False,0.3688
80,alpha_composite,AVGO,1d,0.2247,0.2044,0.022,0.2003,0.5287,1.4571,0.077,87,0.7503,0.0057,0.3137,-0.1294,861,False,True,False,0.3687
81,alpha_composite,AAPL,1d,0.2487,0.2126,0.0142,0.1164,0.4958,1.3605,0.0729,119,0.6863,0.0042,0.3243,-0.1169,1256,False,False,False,0.3684
82,zscore_reversion,NVO,1d,0.2249,0.1511,0.0157,0.2004,0.7119,1.4282,0.0803,59,0.462,0.0069,0.18,-0.2446,1249,False,True,False,0.3682
83,zscore_reversion,AAPL,1d,0.2069,0.141,0.0103,0.0827,0.6875,1.3387,0.0525,48,0.4566,0.004,0.0974,-0.1308,1257,False,False,False,0.3659
84,bb_reversion,V,1d,0.2144,0.0639,0.0121,0.1059,0.6176,1.285,0.0618,34,0.0836,0.0022,0.0827,-0.0512,1256,False,False,False,0.3626
85,ema_crossover,ETH/USDT,1d,0.2748,0.2015,0.0137,0.0583,0.2143,1.4272,0.0401,14,0.4137,0.0246,0.6569,-0.1491,730,False,False,False,0.3608
86,rsi_reversion,CRWD,1d,0.2025,0.0383,0.0033,0.038,0.7333,1.8242,0.0165,15,0.0454,0.0127,0.1036,-0.1528,1256,False,False,False,0.3566
87,ema_crossover,ASML,1d,0.2571,0.1944,0.0079,0.0619,0.4231,1.4386,0.04,26,0.578,0.0152,0.3008,-0.1408,1256,False,False,False,0.3565
88,bb_reversion,SPY,1d,0.206,0.0774,0.0116,0.0843,0.5366,1.3588,0.0591,41,0.0884,0.0016,0.0421,-0.037,1256,False,False,False,0.354
89,momentum_long,BTC/USDT,4h,0.2719,0.2114,0.0097,0.106,0.3636,1.7302,0.0572,11,0.576,0.0214,0.5448,-0.1397,1460,False,True,False,0.353
90,rsi_reversion,V,1d,0.2146,0.0373,0.001,0.0062,0.6,3.0148,0.0052,5,0.0159,0.0111,0.07,-0.0177,1256,False,False,False,0.3476
91,ema_crossover,AMZN,1d,0.2786,0.22,0.0065,0.0528,0.2609,1.4749,0.0328,23,0.5764,0.0158,0.3513,-0.1528,1256,False,False,False,0.3465
92,atr_breakout,BTC/USDT,1d,0.2143,0.1775,0.0164,0.126,0.2381,1.2302,0.0483,42,0.5267,0.0041,0.4007,-0.0881,731,False,False,False,0.3335
93,vwap_reversion,AAPL,1d,0.1612,0.1307,0.0088,0.1019,0.6271,1.1798,0.0447,59,0.4467,0.002,0.0974,-0.0703,1256,False,False,False,0.3332
